-0.310000000000000	-28	-34
-0.230000000000000	-34	-28
-0.130000000000000	-28	-24
-0.0900000000000000	-34	-34
-0.240000000000000	-31	-34
0.200000000000000	-31	-34
0	-28	-34
-0.270000000000000	-31	-31
0.320000000000000	-34	-28
0.550000000000000	-34	-34
0.140000000000000	-28	-24
-0.770000000000000	-26	-26
-1.09000000000000	-34	-28
-1.38000000000000	-34	-28
-3.16000000000000	-28	-34
-9.66000000000000	-21	-26
-16.9700000000000	-28	-28
-35.4900000000000	-31	-34
-52.3100000000000	-10	-10
-66.1800000000000	0	0
-71.5600000000000	0	0
-76.0800000000000	0	0
-80.0800000000000	0	0
-83.4500000000000	0	0
-85.7900000000000	0	0
-87.9100000000000	0	0
-88.3300000000000	0	0
-89.1800000000000	0	0
-89.5000000000000	0	0
-89.9100000000000	0	0
-90	0	0
-89.9100000000000	0	0
-90.0300000000000	0	0
-89.9900000000000	0	0
-89.9300000000000	0	0
-89.7800000000000	0	0
-89.6600000000000	0	0
-89.5000000000000	0	0
-89.3300000000000	0	0
-89.1600000000000	0	0
-88.9900000000000	0	0
-88.8600000000000	0	0
-88.7100000000000	0	0
-88.5500000000000	0	0
-88.4500000000000	0	0
-88.3200000000000	0	0
-88.2200000000000	0	0
-88.1300000000000	0	0
-88.0400000000000	0	0
-88	0	0
-87.9200000000000	0	0
-87.8400000000000	0	0
-87.8100000000000	0	0
-87.7600000000000	0	0
-87.7600000000000	0	0
-87.7400000000000	0	0
-87.7400000000000	0	0
-87.7300000000000	0	0
-87.7300000000000	0	0
-87.7400000000000	0	0
-87.7300000000000	0	0
-87.6900000000000	0	0
-87.6800000000000	0	0
-87.6800000000000	0	0
-87.6700000000000	0	0
-87.6800000000000	0	0
-87.6400000000000	0	0
-87.6600000000000	0	0
-87.6600000000000	0	0
-87.6600000000000	0	0
-87.6000000000000	0	0
-87.6000000000000	0	0
-87.6000000000000	0	0
-87.6100000000000	0	0
-87.6200000000000	0	0
-87.6200000000000	0	0
-87.6100000000000	0	0
-87.6300000000000	0	0
-87.5800000000000	0	0
-87.6400000000000	0	0
-87.6200000000000	0	0
-87.6100000000000	0	0
-87.5900000000000	0	0
-87.5800000000000	0	0
-87.6100000000000	0	0
-87.6400000000000	0	0
-87.6200000000000	0	0
-87.6200000000000	0	0
-87.6300000000000	0	0
-87.6300000000000	0	0
-87.6300000000000	0	0
-87.6400000000000	0	0
-87.6600000000000	0	0
-87.6700000000000	0	0
-87.6500000000000	0	0
-87.6500000000000	0	0
-87.6400000000000	0	0
-87.6000000000000	0	0
-87.5700000000000	0	0
-87.5300000000000	0	0
