1.25000000000000	-31	-31
1.53000000000000	-34	-28
1.27000000000000	-24	-28
1.49000000000000	-31	-26
1.23000000000000	-34	-34
1.43000000000000	-28	-34
1	-31	-31
0.830000000000000	-31	-31
0.970000000000000	-31	-31
1.37000000000000	-34	-34
1.34000000000000	-28	-28
1.32000000000000	-26	-31
0.390000000000000	-34	-34
0.510000000000000	-34	-34
0.100000000000000	-31	-31
-0.350000000000000	-31	-31
-0.470000000000000	-31	-26
-0.460000000000000	-34	-28
-0.770000000000000	-31	-31
-1.17000000000000	-28	-34
-1.55000000000000	-31	-31
-1.43000000000000	-34	-34
-1.74000000000000	-34	-28
-1.72000000000000	-26	-31
-2.31000000000000	-34	-28
-2.80000000000000	-34	-28
-6.85000000000000	-26	-31
-13.5000000000000	-23	-28
-27.3700000000000	-31	-26
-49.7200000000000	-26	-26
-66.2000000000000	0	0
-70.2900000000000	0	0
-77.1400000000000	0	0
-81.3000000000000	0	0
-84.9800000000000	0	0
-86.9600000000000	0	0
-88.9000000000000	0	0
-90.0300000000000	0	0
-90.9000000000000	0	0
-91.2700000000000	0	0
-91.5100000000000	0	0
-91.3500000000000	0	0
-90.3400000000000	0	0
-90.1400000000000	0	0
-90.1600000000000	0	0
-90.1500000000000	0	0
-90.0600000000000	0	0
-89.8900000000000	0	0
-89.7300000000000	0	0
-89.6200000000000	0	0
-89.4300000000000	0	0
-89.2600000000000	0	0
-89.1000000000000	0	0
-88.9700000000000	0	0
-88.7900000000000	0	0
-88.6300000000000	0	0
-88.4900000000000	0	0
-88.3500000000000	0	0
-88.2600000000000	0	0
-88.1500000000000	0	0
-88.0400000000000	0	0
-87.9800000000000	0	0
-87.9300000000000	0	0
-87.8800000000000	0	0
-87.8400000000000	0	0
-87.8200000000000	0	0
-87.7800000000000	0	0
-87.7500000000000	0	0
-87.7200000000000	0	0
-87.6600000000000	0	0
-87.6600000000000	0	0
-87.6100000000000	0	0
-87.6100000000000	0	0
-87.6500000000000	0	0
-87.6500000000000	0	0
-87.6500000000000	0	0
-87.6700000000000	0	0
-87.6700000000000	0	0
-87.6600000000000	0	0
-87.6500000000000	0	0
-87.6800000000000	0	0
-87.6700000000000	0	0
-87.6400000000000	0	0
-87.6600000000000	0	0
-87.6500000000000	0	0
-87.6400000000000	0	0
-87.6400000000000	0	0
-87.6300000000000	0	0
-87.6400000000000	0	0
-87.6400000000000	0	0
-87.6300000000000	0	0
-87.6200000000000	0	0
-87.6300000000000	0	0
-87.6400000000000	0	0
-87.6400000000000	0	0
-87.6400000000000	0	0
-87.6600000000000	0	0
-87.6700000000000	0	0
-87.6800000000000	0	0
-87.7200000000000	0	0
